model,threshold,accuracy,precision,recall,specificity,f1_score,roc_auc,pr_auc,TP,FP,TN,FN,predicted_positive_count,predicted_positive_ratio,youden_j
CatBoost,0.59,0.9925631700381562,0.6212121212121212,0.006145083932853717,0.9999718574003217,0.012169783318492134,0.8439528729654308,0.09477537081883369,41,25,888308,6631,66,7.374260478991738e-05,0.0061169413331754185
CatBoost,0.595,0.99256428735035,0.6349206349206349,0.005995203836930456,0.999974108808296,0.011878247958426132,0.8439528729654308,0.09477537081883369,40,23,888310,6632,63,7.039066820855749e-05,0.005969312645226488
CatBoost,0.6,0.9925620527259624,0.6271186440677966,0.005545563549160672,0.9999752345122831,0.01099390878027039,0.8439528729654308,0.09477537081883369,37,22,888311,6635,59,6.592141943341098e-05,0.005520798061443788
CatBoost,0.605,0.9925598181015749,0.6181818181818182,0.005095923261390888,0.9999763602162702,0.010108517912888363,0.8439528729654308,0.09477537081883369,34,21,888312,6638,55,6.145217065826448e-05,0.005072283477661088
CatBoost,0.61,0.9925575834771873,0.6078431372549019,0.004646282973621103,0.9999774859202574,0.00922207347910159,0.8439528729654308,0.09477537081883369,31,20,888313,6641,51,5.698292188311797e-05,0.004623768893878388
CatBoost,0.615,0.9925564661649935,0.6136363636363636,0.0040467625899280575,0.9999808630322188,0.008040500297796307,0.8439528729654308,0.09477537081883369,27,17,888316,6645,44,4.9161736526611584e-05,0.004027625622146758
CatBoost,0.62,0.992554231540606,0.6052631578947368,0.003447242206235012,0.999983114440193,0.006855439642324888,0.8439528729654308,0.09477537081883369,23,15,888318,6649,38,4.245786336389182e-05,0.00343035664642799
CatBoost,0.625,0.9925519969162183,0.5882352941176471,0.002997601918465228,0.9999842401441802,0.005964807634953773,0.8439528729654308,0.09477537081883369,20,14,888319,6652,34,3.7988614588745316e-05,0.002981842062645512
CatBoost,0.63,0.992558700789381,0.7307692307692307,0.0028477218225419665,0.99999212007209,0.005673335323977307,0.8439528729654308,0.09477537081883369,19,7,888326,6653,26,2.90501170384523e-05,0.0028398418946320447
CatBoost,0.635,0.9925564661649935,0.7083333333333334,0.002547961630695444,0.99999212007209,0.005077658303464755,0.8439528729654308,0.09477537081883369,17,7,888326,6655,24,2.6815492650879045e-05,0.002540081702785413
CatBoost,0.64,0.992554231540606,0.6818181818181818,0.0022482014388489208,0.99999212007209,0.0044816253361219,0.8439528729654308,0.09477537081883369,15,7,888326,6657,22,2.4580868263305792e-05,0.002240321510939003
CatBoost,0.645,0.9925508796040245,0.6470588235294118,0.0016486810551558752,0.9999932457760772,0.0032889819105994915,0.8439528729654308,0.09477537081883369,11,6,888327,6661,17,1.8994307294372658e-05,0.0016419268312330981
